old_path,size_bytes,tracked_by_git,category,inferred_dataset,inferred_seed,inferred_model,inferred_method,inferred_mode,inferred_role,source_or_summary,proposed_new_path,action,reason
configs/generated/casas_hh101/seed_2026/mlp/adaptive_ldp/retrain_attacker.yaml,3282,True,generated configs,casas_hh101,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_2026/mlp/baseline.yaml,3259,True,generated configs,casas_hh101,seed_2026,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_2026/mlp/ldp/fixed_attacker.yaml,3232,True,generated configs,casas_hh101,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_2026/mlp/ldp/retrain_attacker.yaml,3246,True,generated configs,casas_hh101,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_2026/mlp/noise/fixed_attacker.yaml,3238,True,generated configs,casas_hh101,seed_2026,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_2026/mlp/noise/retrain_attacker.yaml,3254,True,generated configs,casas_hh101,seed_2026,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/adaptive_ldp/fixed_attacker.yaml,3245,True,generated configs,casas_hh101,seed_42,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/adaptive_ldp/retrain_attacker.yaml,3270,True,generated configs,casas_hh101,seed_42,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/baseline.yaml,3245,True,generated configs,casas_hh101,seed_42,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/ldp/fixed_attacker.yaml,3218,True,generated configs,casas_hh101,seed_42,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/ldp/retrain_attacker.yaml,3234,True,generated configs,casas_hh101,seed_42,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/noise/fixed_attacker.yaml,3224,True,generated configs,casas_hh101,seed_42,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/lstm/noise/retrain_attacker.yaml,3242,True,generated configs,casas_hh101,seed_42,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/adaptive_ldp/fixed_attacker.yaml,3245,True,generated configs,casas_hh101,seed_42,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/adaptive_ldp/retrain_attacker.yaml,3268,True,generated configs,casas_hh101,seed_42,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/baseline.yaml,3245,True,generated configs,casas_hh101,seed_42,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/ldp/fixed_attacker.yaml,3218,True,generated configs,casas_hh101,seed_42,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/ldp/retrain_attacker.yaml,3232,True,generated configs,casas_hh101,seed_42,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/noise/fixed_attacker.yaml,3224,True,generated configs,casas_hh101,seed_42,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/casas_hh101/seed_42/mlp/noise/retrain_attacker.yaml,3240,True,generated configs,casas_hh101,seed_42,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/cooja/cooja_defense_dummy_logs.json,1027,True,generated configs,cooja,,,,,,source,,keep,Already under canonical layout.
configs/generated/cooja/cooja_defense_dummy_logs.template.json,668,True,generated configs,cooja,,,,,,source,,keep,Already under canonical layout.
configs/generated/cooja/cooja_defense_logs.json,1535,True,generated configs,cooja,,,,,,source,,keep,Already under canonical layout.
configs/generated/cooja/cooja_defense_logs.template.json,981,True,generated configs,cooja,,,,,,source,,keep,Already under canonical layout.
configs/generated/cooja/cooja_defense_postprocess.json,786,True,generated configs,cooja,,,,,,source,,keep,Already under canonical layout.
configs/generated/default.seed_123.yaml,3102,True,generated configs,,,,,,,source,,keep,Already under canonical layout.
configs/generated/default.seed_2026.yaml,3110,True,generated configs,,,,,,,source,,keep,Already under canonical layout.
configs/generated/default.seed_42.yaml,3094,True,generated configs,,,,,,,source,,keep,Already under canonical layout.
configs/generated/imports/casas_hh101.yaml,3088,True,generated configs,,,,,,,source,,keep,Already under canonical layout.
configs/generated/imports/kasteren.yaml,3070,True,generated configs,,,,,,,source,,keep,Already under canonical layout.
configs/generated/imports/uci_har.yaml,3064,True,generated configs,,,,,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/adaptive_ldp/fixed_attacker.yaml,3234,True,generated configs,kasteren,seed_123,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/adaptive_ldp/retrain_attacker.yaml,3256,True,generated configs,kasteren,seed_123,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/baseline.yaml,3234,True,generated configs,kasteren,seed_123,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/ldp/fixed_attacker.yaml,3207,True,generated configs,kasteren,seed_123,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/ldp/retrain_attacker.yaml,3220,True,generated configs,kasteren,seed_123,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/noise/fixed_attacker.yaml,3213,True,generated configs,kasteren,seed_123,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/lstm/noise/retrain_attacker.yaml,3228,True,generated configs,kasteren,seed_123,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/adaptive_ldp/fixed_attacker.yaml,3234,True,generated configs,kasteren,seed_123,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/adaptive_ldp/retrain_attacker.yaml,3254,True,generated configs,kasteren,seed_123,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/baseline.yaml,3234,True,generated configs,kasteren,seed_123,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/ldp/fixed_attacker.yaml,3207,True,generated configs,kasteren,seed_123,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/ldp/retrain_attacker.yaml,3218,True,generated configs,kasteren,seed_123,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/noise/fixed_attacker.yaml,3213,True,generated configs,kasteren,seed_123,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_123/mlp/noise/retrain_attacker.yaml,3226,True,generated configs,kasteren,seed_123,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/adaptive_ldp/fixed_attacker.yaml,3241,True,generated configs,kasteren,seed_2026,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/adaptive_ldp/retrain_attacker.yaml,3263,True,generated configs,kasteren,seed_2026,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/baseline.yaml,3241,True,generated configs,kasteren,seed_2026,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/ldp/fixed_attacker.yaml,3214,True,generated configs,kasteren,seed_2026,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/ldp/retrain_attacker.yaml,3227,True,generated configs,kasteren,seed_2026,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/noise/fixed_attacker.yaml,3220,True,generated configs,kasteren,seed_2026,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/lstm/noise/retrain_attacker.yaml,3235,True,generated configs,kasteren,seed_2026,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/adaptive_ldp/fixed_attacker.yaml,3241,True,generated configs,kasteren,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/adaptive_ldp/retrain_attacker.yaml,3261,True,generated configs,kasteren,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/baseline.yaml,3241,True,generated configs,kasteren,seed_2026,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/ldp/fixed_attacker.yaml,3214,True,generated configs,kasteren,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/ldp/retrain_attacker.yaml,3225,True,generated configs,kasteren,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/noise/fixed_attacker.yaml,3220,True,generated configs,kasteren,seed_2026,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_2026/mlp/noise/retrain_attacker.yaml,3233,True,generated configs,kasteren,seed_2026,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker.yaml,3227,True,generated configs,kasteren,seed_42,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/adaptive_ldp/retrain_attacker.yaml,3249,True,generated configs,kasteren,seed_42,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/baseline.yaml,3227,True,generated configs,kasteren,seed_42,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/ldp/fixed_attacker.yaml,3200,True,generated configs,kasteren,seed_42,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/ldp/retrain_attacker.yaml,3213,True,generated configs,kasteren,seed_42,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/noise/fixed_attacker.yaml,3206,True,generated configs,kasteren,seed_42,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/lstm/noise/retrain_attacker.yaml,3221,True,generated configs,kasteren,seed_42,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/adaptive_ldp/fixed_attacker.yaml,3227,True,generated configs,kasteren,seed_42,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/adaptive_ldp/retrain_attacker.yaml,3247,True,generated configs,kasteren,seed_42,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/baseline.yaml,3227,True,generated configs,kasteren,seed_42,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/ldp/fixed_attacker.yaml,3200,True,generated configs,kasteren,seed_42,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/ldp/retrain_attacker.yaml,3211,True,generated configs,kasteren,seed_42,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/noise/fixed_attacker.yaml,3206,True,generated configs,kasteren,seed_42,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/kasteren/seed_42/mlp/noise/retrain_attacker.yaml,3219,True,generated configs,kasteren,seed_42,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123.yaml,3102,True,generated configs,mock,,,,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/adaptive_ldp/fixed_attacker.yaml,3163,True,generated configs,mock,seed_123,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/adaptive_ldp/retrain_attacker.yaml,3176,True,generated configs,mock,seed_123,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/baseline.yaml,3163,True,generated configs,mock,seed_123,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/ldp/fixed_attacker.yaml,3136,True,generated configs,mock,seed_123,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/ldp/retrain_attacker.yaml,3140,True,generated configs,mock,seed_123,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/noise/fixed_attacker.yaml,3142,True,generated configs,mock,seed_123,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/lstm/noise/retrain_attacker.yaml,3148,True,generated configs,mock,seed_123,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/adaptive_ldp/fixed_attacker.yaml,3163,True,generated configs,mock,seed_123,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/adaptive_ldp/retrain_attacker.yaml,3174,True,generated configs,mock,seed_123,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/baseline.yaml,3163,True,generated configs,mock,seed_123,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/ldp/fixed_attacker.yaml,3136,True,generated configs,mock,seed_123,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/ldp/retrain_attacker.yaml,3138,True,generated configs,mock,seed_123,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/noise/fixed_attacker.yaml,3142,True,generated configs,mock,seed_123,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_123/mlp/noise/retrain_attacker.yaml,3146,True,generated configs,mock,seed_123,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026.yaml,3110,True,generated configs,mock,,,,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/adaptive_ldp/fixed_attacker.yaml,3171,True,generated configs,mock,seed_2026,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/adaptive_ldp/retrain_attacker.yaml,3184,True,generated configs,mock,seed_2026,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/baseline.yaml,3171,True,generated configs,mock,seed_2026,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/ldp/fixed_attacker.yaml,3144,True,generated configs,mock,seed_2026,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/ldp/retrain_attacker.yaml,3148,True,generated configs,mock,seed_2026,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/noise/fixed_attacker.yaml,3150,True,generated configs,mock,seed_2026,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/lstm/noise/retrain_attacker.yaml,3156,True,generated configs,mock,seed_2026,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/adaptive_ldp/fixed_attacker.yaml,3171,True,generated configs,mock,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/adaptive_ldp/retrain_attacker.yaml,3182,True,generated configs,mock,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/baseline.yaml,3171,True,generated configs,mock,seed_2026,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/ldp/fixed_attacker.yaml,3144,True,generated configs,mock,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/ldp/retrain_attacker.yaml,3146,True,generated configs,mock,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/noise/fixed_attacker.yaml,3150,True,generated configs,mock,seed_2026,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_2026/mlp/noise/retrain_attacker.yaml,3154,True,generated configs,mock,seed_2026,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42.yaml,3094,True,generated configs,mock,,,,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/adaptive_ldp/fixed_attacker.yaml,3155,True,generated configs,mock,seed_42,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/adaptive_ldp/retrain_attacker.yaml,3168,True,generated configs,mock,seed_42,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/baseline.yaml,3155,True,generated configs,mock,seed_42,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/ldp/fixed_attacker.yaml,3128,True,generated configs,mock,seed_42,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/ldp/retrain_attacker.yaml,3132,True,generated configs,mock,seed_42,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/noise/fixed_attacker.yaml,3134,True,generated configs,mock,seed_42,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/lstm/noise/retrain_attacker.yaml,3140,True,generated configs,mock,seed_42,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/adaptive_ldp/fixed_attacker.yaml,3155,True,generated configs,mock,seed_42,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/adaptive_ldp/retrain_attacker.yaml,3166,True,generated configs,mock,seed_42,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/baseline.yaml,3155,True,generated configs,mock,seed_42,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/ldp/fixed_attacker.yaml,3128,True,generated configs,mock,seed_42,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/ldp/retrain_attacker.yaml,3130,True,generated configs,mock,seed_42,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/noise/fixed_attacker.yaml,3134,True,generated configs,mock,seed_42,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/mock/seed_42/mlp/noise/retrain_attacker.yaml,3138,True,generated configs,mock,seed_42,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker.yaml,3228,True,generated configs,uci_har,seed_123,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/adaptive_ldp/retrain_attacker.yaml,3249,True,generated configs,uci_har,seed_123,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/baseline.yaml,3228,True,generated configs,uci_har,seed_123,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/ldp/fixed_attacker.yaml,3201,True,generated configs,uci_har,seed_123,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/ldp/retrain_attacker.yaml,3213,True,generated configs,uci_har,seed_123,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/noise/fixed_attacker.yaml,3207,True,generated configs,uci_har,seed_123,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/lstm/noise/retrain_attacker.yaml,3221,True,generated configs,uci_har,seed_123,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker.yaml,3228,True,generated configs,uci_har,seed_123,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker.yaml,3247,True,generated configs,uci_har,seed_123,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/baseline.yaml,3228,True,generated configs,uci_har,seed_123,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/ldp/fixed_attacker.yaml,3201,True,generated configs,uci_har,seed_123,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/ldp/retrain_attacker.yaml,3211,True,generated configs,uci_har,seed_123,mlp,ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/noise/fixed_attacker.yaml,3207,True,generated configs,uci_har,seed_123,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_123/mlp/noise/retrain_attacker.yaml,3219,True,generated configs,uci_har,seed_123,mlp,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker.yaml,3235,True,generated configs,uci_har,seed_2026,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker.yaml,3256,True,generated configs,uci_har,seed_2026,lstm,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/baseline.yaml,3235,True,generated configs,uci_har,seed_2026,lstm,,,baseline,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/ldp/fixed_attacker.yaml,3208,True,generated configs,uci_har,seed_2026,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/ldp/retrain_attacker.yaml,3220,True,generated configs,uci_har,seed_2026,lstm,ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/noise/fixed_attacker.yaml,3214,True,generated configs,uci_har,seed_2026,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/lstm/noise/retrain_attacker.yaml,3228,True,generated configs,uci_har,seed_2026,lstm,noise,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker.yaml,3235,True,generated configs,uci_har,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker.yaml,3254,True,generated configs,uci_har,seed_2026,mlp,adaptive_ldp,,,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/mlp/baseline.yaml,3235,True,generated configs,uci_har,seed_2026,mlp,,,baseline,source,,keep,Already under canonical layout.
configs/generated/uci_har/seed_2026/mlp/ldp/fixed_attacker.yaml,3208,True,generated configs,uci_har,seed_2026,mlp,ldp,,,source,,keep,Already under canonical layout.
