old_path,size_bytes,tracked_by_git,category,inferred_dataset,inferred_seed,inferred_model,inferred_method,inferred_mode,inferred_role,source_or_summary,proposed_new_path,action,reason
configs/generated_all_methods/default.seed_2026.noise.lstm.retrain.yaml,3156,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_2026.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_2026.noise.mlp.retrain.yaml,3154,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_2026.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_2026.noise.yaml,3150,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_2026.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.adaptive_ldp.lstm.retrain.yaml,3168,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.adaptive_ldp.mlp.retrain.yaml,3166,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.adaptive_ldp.yaml,3155,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.base.yaml,3155,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.ldp.lstm.retrain.yaml,3132,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.ldp.mlp.retrain.yaml,3130,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.ldp.yaml,3128,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.noise.lstm.retrain.yaml,3140,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.noise.mlp.retrain.yaml,3138,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/default.seed_42.noise.yaml,3134,True,generated configs,,,,,,,source,configs/generated/mock/default.seed_42.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/import.casas_hh101.yaml,3088,True,generated configs,,,,,,,source,configs/generated/mock/import.casas_hh101.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/import.kasteren.yaml,3070,True,generated configs,,,,,,,source,configs/generated/mock/import.kasteren.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_all_methods/import.uci_har.yaml,3064,True,generated configs,,,,,,,source,configs/generated/mock/import.uci_har.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.adaptive_ldp.lstm.retrain.yaml,3277,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.adaptive_ldp.mlp.retrain.yaml,3275,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.adaptive_ldp.yaml,3252,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.base.yaml,3252,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.ldp.lstm.retrain.yaml,3241,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.ldp.mlp.retrain.yaml,3239,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.ldp.yaml,3225,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.noise.lstm.retrain.yaml,3249,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.noise.mlp.retrain.yaml,3247,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_123.noise.yaml,3231,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_123.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.adaptive_ldp.lstm.retrain.yaml,3284,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.adaptive_ldp.mlp.retrain.yaml,3282,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.adaptive_ldp.yaml,3259,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.base.yaml,3259,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.ldp.lstm.retrain.yaml,3248,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.ldp.mlp.retrain.yaml,3246,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.ldp.yaml,3232,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.noise.lstm.retrain.yaml,3256,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.noise.mlp.retrain.yaml,3254,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_2026.noise.yaml,3238,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_2026.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.adaptive_ldp.lstm.retrain.yaml,3270,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.adaptive_ldp.mlp.retrain.yaml,3268,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.adaptive_ldp.yaml,3245,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.base.yaml,3245,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.ldp.lstm.retrain.yaml,3234,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.ldp.mlp.retrain.yaml,3232,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.ldp.yaml,3218,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.noise.lstm.retrain.yaml,3242,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.noise.mlp.retrain.yaml,3240,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/casas_hh101.seed_42.noise.yaml,3224,True,generated configs,,,,,,,source,configs/generated/casas_hh101.seed_42.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.adaptive_ldp.lstm.retrain.yaml,3256,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.adaptive_ldp.mlp.retrain.yaml,3254,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.adaptive_ldp.yaml,3234,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.base.yaml,3234,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.ldp.lstm.retrain.yaml,3220,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.ldp.mlp.retrain.yaml,3218,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.ldp.yaml,3207,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.noise.lstm.retrain.yaml,3228,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.noise.mlp.retrain.yaml,3226,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_123.noise.yaml,3213,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_123.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.adaptive_ldp.lstm.retrain.yaml,3263,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.adaptive_ldp.mlp.retrain.yaml,3261,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.adaptive_ldp.yaml,3241,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.base.yaml,3241,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.ldp.lstm.retrain.yaml,3227,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.ldp.mlp.retrain.yaml,3225,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.ldp.yaml,3214,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.noise.lstm.retrain.yaml,3235,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.noise.mlp.retrain.yaml,3233,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_2026.noise.yaml,3220,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_2026.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.adaptive_ldp.lstm.retrain.yaml,3249,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.adaptive_ldp.mlp.retrain.yaml,3247,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.adaptive_ldp.yaml,3227,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.base.yaml,3227,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.ldp.lstm.retrain.yaml,3213,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.ldp.mlp.retrain.yaml,3211,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.ldp.yaml,3200,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.noise.lstm.retrain.yaml,3221,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.noise.mlp.retrain.yaml,3219,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/kasteren.seed_42.noise.yaml,3206,True,generated configs,,,,,,,source,configs/generated/kasteren.seed_42.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.adaptive_ldp.lstm.retrain.yaml,3249,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.adaptive_ldp.mlp.retrain.yaml,3247,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.adaptive_ldp.yaml,3228,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.base.yaml,3228,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.ldp.lstm.retrain.yaml,3213,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.ldp.mlp.retrain.yaml,3211,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.ldp.yaml,3201,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.noise.lstm.retrain.yaml,3221,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.noise.mlp.retrain.yaml,3219,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_123.noise.yaml,3207,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_123.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.adaptive_ldp.lstm.retrain.yaml,3256,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.adaptive_ldp.mlp.retrain.yaml,3254,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.adaptive_ldp.yaml,3235,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.base.yaml,3235,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.ldp.lstm.retrain.yaml,3220,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.ldp.mlp.retrain.yaml,3218,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.ldp.yaml,3208,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.noise.lstm.retrain.yaml,3228,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.noise.mlp.retrain.yaml,3226,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_2026.noise.yaml,3214,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_2026.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.adaptive_ldp.lstm.retrain.yaml,3242,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.adaptive_ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.adaptive_ldp.mlp.retrain.yaml,3240,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.adaptive_ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.adaptive_ldp.yaml,3221,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.adaptive_ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.base.yaml,3221,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.base.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.ldp.lstm.retrain.yaml,3206,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.ldp.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.ldp.mlp.retrain.yaml,3204,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.ldp.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.ldp.yaml,3194,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.ldp.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.noise.lstm.retrain.yaml,3214,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.noise.lstm.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.noise.mlp.retrain.yaml,3212,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.noise.mlp.retrain.yaml,move,Legacy path can be migrated to canonical layout.
configs/generated_real_public/uci_har.seed_42.noise.yaml,3200,True,generated configs,,,,,,,source,configs/generated/uci_har.seed_42.noise.yaml,move,Legacy path can be migrated to canonical layout.
configs/paper_uci_har.yaml,2967,True,other,,,,,,,source,,optional,Not part of final canonical layout.
configs/paper_uci_har_ldp.yaml,2958,True,other,,,,,,,source,,optional,Not part of final canonical layout.
configs/paper_uci_har_noise.yaml,2960,True,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defended_mlp_features.npz,1668776,False,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defended_sequences.npz,44140053,False,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defended_test.npz,12627194,False,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defended_train.npz,25207523,False,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defended_val.npz,6305320,False,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defense_artifact.json,658,False,other,,,,,,,source,,optional,Not part of final canonical layout.
data/defended/defense_summary.json,1264,False,other,,,,,,summary,source,,optional,Not part of final canonical layout.
data/defended/full_multiseed/seed_123/adaptive_ldp/defended_mlp_features.npz,475656,False,mock source artifacts,,seed_123,,adaptive_ldp,,,source,data/defended/mock/seed_123/adaptive_ldp/defended_mlp_features.npz,move,Legacy path can be migrated to canonical layout.
data/defended/full_multiseed/seed_123/adaptive_ldp/defended_sequences.npz,883373,False,mock source artifacts,,seed_123,,adaptive_ldp,,,source,data/defended/mock/seed_123/adaptive_ldp/defended_sequences.npz,move,Legacy path can be migrated to canonical layout.
